"gauge_id","gauge_name","gauge_lat","gauge_lon","record_period_start","record_period_end","n_obs","outlet_camels_lat","outlet_camels_lon","outlet_camels_elev","area_km2","mean_elev","med_elev","max_elev","min_elev","mean_slope_perc","geol_class_1st","geol_class_1st_frac","geol_class_2nd","geol_class_2nd_frac","lc_crop","lc_nf","lc_fp","lc_grass","lc_shrub","lc_wet","lc_imp","lc_barren","lc_snow","lc_glacier","lc_fp_index","lc_forest","lc_dom_name","lc_frac_dom","lc_nodata","pet_mean_1990_2010","pet_mean_1979_2010","p_mean_cr2met_1990_2010","p_mean_cr2met_1979_2010","p_mean_chirps_1990_2010","p_mean_chirps_1979_2010","p_mean_mswep_1990_2010","p_mean_mswep_1979_2010","p_mean_tmpa_1990_2010","p_mean_tmpa_1979_2010","aridity_cr2met_1990_2010","aridity_cr2met_1979_2010","aridity_chirps_1990_2010","aridity_chirps_1979_2010","aridity_mswep_1990_2010","aridity_mswep_1979_2010","aridity_tmpa_1990_2010","aridity_tmpa_1979_2010","p_seasonality_cr2met_1979_2010","p_seasonality_chirps_1979_2010","p_seasonality_mswep_1979_2010","p_seasonality_tmpa_1979_2010","frac_snow_cr2met_1979_2010","frac_snow_chirps_1979_2010","frac_snow_mswep_1979_2010","frac_snow_tmpa_1979_2010","high_prec_freq_cr2met_1979_2010","high_prec_freq_chirps_1979_2010","high_prec_freq_mswep_1979_2010","high_prec_freq_tmpa_1979_2010","high_prec_dur_cr2met_1979_2010","high_prec_dur_chirps_1979_2010","high_prec_dur_mswep_1979_2010","high_prec_dur_tmpa_1979_2010","high_prec_timing_cr2met_1979_2010","high_prec_timing_chirps_1979_2010","high_prec_timing_mswep_1979_2010","high_prec_timing_tmpa_1979_2010","low_prec_freq_cr2met_1979_2010","low_prec_freq_chirps_1979_2010","low_prec_freq_mswep_1979_2010","low_prec_freq_tmpa_1979_2010","low_prec_dur_cr2met_1979_2010","low_prec_dur_chirps_1979_2010","low_prec_dur_mswep_1979_2010","low_prec_dur_tmpa_1979_2010","low_prec_timing_cr2met_1979_2010","low_prec_timing_chirps_1979_2010","low_prec_timing_mswep_1979_2010","low_prec_timing_tmpa_1979_2010","p_mean_spread_1990_2010","q_mean_1990_2010","q_mean_1979_2010","runoff_ratio_cr2met_1979_2010","runoff_ratio_chirps_1979_2010","runoff_ratio_mswep_1979_2010","runoff_ratio_tmpa_1979_2010","stream_elas_cr2met_1979_2010","stream_elas_chirps_1979_2010","stream_elas_mswep_1979_2010","stream_elas_tmpa_1979_2010","slope_fdc_1979_2010","baseflow_index_1979_2010","hfd_mean","Q5_1979_2010","Q95_1979_2010","high_q_freq_1979_2010","high_q_dur_1979_2010","low_q_freq_1979_2010","low_q_dur_1979_2010","zero_q_freq_1979_2010","sur_rights_flow_m3s","gw_rights_flow_m3s","IAI_Q","IAI_P","dam_index"
1001001,"Rio Caquena En Nacimiento",-18.0769,-69.1961,1976-07-21,2004-05-25,7288,-18.0776388888889,-69.1990277777778,4410,49.7118594411903,4842.44932776163,4744,6261,4398,13.3833243397086,"Pyroclastics",0.762,"Siliciclastic sedimentary rocks",0.143,0,0.00904420808913971,0,1.05998118804717,25,11.1460820490558,0,62.2549019607843,0.529990594023587,0,0,0.00904420808913971,"lc_barren",62.2549019607843,0,2.33218521560575,2.31585339574318,1.28314638902644,1.30189258713973,0.743792470910335,0.732770080509268,0.936892402464066,0.924533074273602,NA,NA,1.81755194539826,1.77883599508861,3.13553216363076,3.16238059649056,2.48927754080619,2.50488972237442,NA,NA,1.3446165489093,1.24628098939314,1.52088227616258,NA,0.117375949832464,0.141288670001086,0.0807908458222429,NA,24.7091318555153,25.2344598389815,27.9671244369867,NA,1.65086206896552,1.86835443037975,2.1675,NA,1,1,1,NA,265.413494656893,275.014580602883,276.542281197562,NA,11.1189189189189,8.19042769857434,16.5822050290135,NA,1,1,1,NA,0.276611945348039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95133,0,NA,0.25885358153526,0
1001002,"Rio Caquena En Vertedero",-17.9942,-69.255,1969-11-27,2019-12-31,14225,-17.9951388888889,-69.2634722222222,4248,467.556221617695,4652.60398568646,4579,6261,4238,10.8437462727116,"Pyroclastics",0.484,"Unconsolidated sediments",0.218,0.0142438900448683,0.00384970001212656,0.010009220031529,1.50985234475604,56.2371877171471,6.33468136995425,0.000192485000606328,35.7658304476624,0.092200315290431,0,0,0.0138589200436556,"lc_shrub",56.2371877171471,0.0319525101006519,2.32274770704997,2.30687291353881,1.12061588021447,1.14127962917308,0.745150308008214,0.734644167758847,0.860202737850787,0.844911507551002,NA,NA,2.07274209482505,2.02130385452535,3.11715325362834,3.14254506771546,2.70023286935048,2.73031304807925,NA,NA,1.35805411134366,1.23628577645168,1.5567290940882,NA,0.0578770491997825,0.0679174393680306,0.0338065501242666,NA,26.0316832994789,25.542197154091,28.38647001678,NA,1.64358452138493,1.92030848329049,2.45810055865922,NA,1,1,1,NA,269.639207807118,263.081211383636,276.31647973152,NA,11.7072829131653,7.57283464566929,17.6618556701031,NA,1,1,1,NA,0.211703041793683,0.214747957222302,0.215031267534257,0.189771400227692,NA,0.258357762646956,NA,0.351433492803946,NA,0.387067274547988,NA,1.06104012750157,0.765939379634411,196,0.072253129010061,0.534044866596103,1.74835123922987,2.04545454545455,5.28390596745027,13.6,0,1.11052,0,0.0449640642040175,0.00847178857147135,0
1001003,"Rio Colpacagua En Desembocadura",-18.0156,-69.2308,1988-06-16,2019-06-30,9322,-18.0073611111111,-69.23625,4289,198.808234686933,4774.09728621934,4737,6261,4285,13.0408232052802,"Pyroclastics",0.686,"Siliciclastic sedimentary rocks",0.208,0.0208277679424429,0.00814999615139071,0.00226388781983075,1.51272984121091,40.9799917594483,8.75988753005311,0.00045277756396615,48.4236549110518,0.216880453139786,0,0,0.0104138839712215,"lc_barren",48.4236549110518,0.0751610756183823,2.22926091718001,2.21323527333745,1.2590036027356,1.28057577870567,0.7808128678987,0.769568900954877,0.937803011635866,0.922787512143425,NA,NA,1.77065491499485,1.72831261541934,2.85505145833384,2.87746247659063,2.3771100002029,2.39842352027133,NA,NA,1.33997656977499,1.25039318331444,1.50124101379408,NA,0.0916111403604896,0.0984977255129988,0.0636714170717321,NA,24.5155877417646,24.6873712787867,28.1284111984456,NA,1.59329140461216,1.87046632124352,2.2020202020202,NA,1,1,1,NA,267.090876976066,266.739866129938,275.316501810474,NA,11.2347354138399,7.65554465161923,16.476833976834,NA,1,1,1,NA,0.245581302430599,0.0970070712597057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.9375,NA,NA,NA,NA,NA,NA,NA,0.97083,0,NA,0.0363371930804099,0
1020002,"Rio Desaguadero Cotacotani",-18.1936,-69.2458,1964-12-07,2017-11-15,15914,-18.1945833333333,-69.2465277777778,4521,376.100089387795,4777.22622883949,4687,6316,4474,11.0790591133528,"Siliciclastic sedimentary rocks",0.393,"Pyroclastics",0.366,0.105539255337989,0.0323079353075476,0.00765817725808536,1.43566891785169,38.0781325534756,10.9289369014058,0,48.5164674742853,0.772757948948676,0,0,0.039966112565633,"lc_barren",48.5164674742853,0.122530836129371,2.17878603696099,2.16272648591363,1.13203275772699,1.1511394966211,0.757850102669405,0.751420801348062,0.826907871321013,0.829187759427713,NA,NA,1.92466695163112,1.87877011627331,2.87495644493095,2.88177585817892,2.63485947168492,2.60824699993918,NA,NA,1.36205384358694,1.18573779791536,1.55258774647228,NA,0.0903812213213838,0.131945137446044,0.0569842472376669,NA,26.0961980040625,25.0634946639206,27.7413229709441,NA,1.72127659574468,1.71261682242991,2.21649484536082,NA,1,1,1,NA,270.57467102358,264.448932784123,280.509935529453,NA,12,7.53801169590643,17.8562628336756,NA,1,1,1,NA,0.219872539133338,0.0772829353457498,0.0963754819445399,0.0855305637741266,NA,0.118644541320754,NA,-0.641270000656064,NA,-0.447269008615008,NA,1.91921670211967,0.749510232290136,197.2,0.00712150854406821,0.21582765410168,0,0,45.0001507386192,12.26,0,26.8656184248,0,36.7985230474135,3.08083894606307,0
1020003,"Rio Lauca En Estancia El Lago",-18.2325,-69.3319,1937-02-06,2018-09-30,15582,-18.2323611111111,-69.3334722222222,4357,582.938350650171,4692.75929446884,4620,6316,4357,10.1739208751005,"Siliciclastic sedimentary rocks",0.39,"Pyroclastics",0.254,0.068415086530413,0.0208488412677331,0.00540525514348636,1.850296053546,46.2763969495829,9.30692274191605,0,41.8935072075216,0.498673395951927,0,0,0.0262540964112195,"lc_shrub",46.2763969495829,0.079534468539876,2.15445393566051,2.13878071182549,1.07465929844984,1.09403136716666,0.734479945242984,0.728886163639768,0.796255030800821,0.795228473019518,NA,NA,2.0047785737938,1.95495373899976,2.9333053265978,2.93846052677884,2.70573353049173,2.68951727005504,NA,NA,1.37190693246479,1.15400330222947,1.58691614319744,NA,0.0703423135119693,0.113977951600586,0.0383491486135846,NA,26.6768303453148,24.5847921737502,28.6122714828226,NA,1.73012552301255,1.7409200968523,2.47765363128492,NA,1,1,1,NA,271.671421001501,260.61931286276,280.380906120286,NA,12.1179856115108,7.25904761904762,18.7327586206897,NA,1,1,1,NA,0.208668641018666,0.0225234988693276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.473684210526,NA,NA,NA,NA,NA,NA,NA,27.335696758133,0,NA,16.734370549238,0
1021001,"Rio Lauca En Japu (O En El Limite)",-18.5833,-69.0467,1963-04-11,2020-04-07,12475,-18.5870833333333,-69.04625,3958,3277.98090755212,4493.85549840204,4421,6316,3945,10.1884634935997,"Unconsolidated sediments",0.355,"Pyroclastics",0.241,0.0637563004651574,0.00826470561585374,0.00543658376059482,1.64302896793047,72.8379488922686,3.35489387266807,0.0014827046619804,21.3080585272954,0.121087547395066,0,0,0.0137012893764486,"lc_shrub",72.8379488922686,0.656041897938849,2.27290335386721,2.25588192175219,0.831892832872502,0.868820945202925,0.677177412731006,0.685268676277851,0.68437453798768,0.677559304071359,NA,NA,2.7322069190318,2.59648657667351,3.35643704461548,3.29734919481314,3.32113956277569,3.32942357694287,NA,NA,1.39409413046179,1.09459383616306,1.64739208804461,NA,0.0463229315346173,0.077483729597106,0.0205957921815474,NA,30.6122273249139,25.6447762591275,26.6123156407313,NA,2.39646464646465,1.63398692810458,3.05555555555556,NA,1,1,1,NA,275.6068179811,255.592936715971,284.477589861344,NA,13.2670807453416,6.90212373037858,19.2554585152838,NA,1,1,1,NA,0.119430686983369,0.0682358350395107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.857142857143,NA,NA,NA,NA,NA,NA,NA,28.498771891466,0.076,NA,4.6836988024185,0
1021002,"Rio Guallatire En Guallatire",-18.4931,-69.1494,1971-05-26,2020-04-07,15835,-18.4993055555556,-69.1540277777778,4232,49.6992501041701,4613.11879284704,4568,5972,4224,12.3017381749553,"Pyroclastics",0.536,"Unconsolidated sediments",0.394,0.0452529640691465,0,0,0.867046791564847,65.8141008236039,2.57398859625305,0,30.3484478233324,0.351163001176577,0,0,0,"lc_shrub",65.8141008236039,0,1.9281029431896,1.9125345756425,0.872677694092635,0.91278839558927,0.744738398357289,0.74225968919678,0.760894182067077,0.759303806411728,NA,NA,2.20941013645861,2.09526609330722,2.58896673978745,2.58071165210249,2.53399617007404,2.51880019498472,NA,NA,1.39490396425256,1.07608410832707,1.55827126255748,NA,0.0609288115791304,0.0999707648731501,0.0288360805932169,NA,29.4187052901175,28.5853772701741,28.1929259030292,NA,2.25742574257426,1.55102040816327,2.25257731958763,NA,1,1,1,NA,283.50986929259,281.613836360232,283.348582531131,NA,14.107544141252,8.38696537678208,17.7454545454545,NA,1,1,1,NA,0.0878840941301704,0.619140897418643,0.627620875795224,0.670550681483109,NA,0.790934891574393,NA,-0.175192124662642,NA,-0.0656534614232952,NA,0.402398406005491,0.939791576674569,175.5,0.461299515625415,0.782305566351749,0,0,0,0,0,0.04033,0,0.0080487851358456,0.00553423509814215,0
1041002,"Rio Isluga En Bocatoma",-19.2711,-68.6797,1995-05-25,2019-12-05,6967,-19.27625,-68.6795833333333,3728,654.506002249358,4322.15832155213,4267,5862,3721,11.3748619111732,"Intermediate volcanic rocks",0.511,"Acid volcanic rocks",0.191,0.0732915035483813,0.00398771782908641,0.00783792814682502,1.3673746928426,74.9645574389501,1.69216743464612,0.00247513520426053,16.5420161076299,0,0,0,0.0118256459759114,"lc_shrub",74.9645574389501,5.34629204120276,2.34772566735113,2.32836668727369,0.565549378283704,0.606770152395857,0.640618343600274,0.671769893278412,0.399529363449692,0.401612823456681,NA,NA,4.15123021525701,3.83731249482203,3.66478058395412,3.47225233094467,5.87622808766783,5.79754069412785,NA,NA,1.37588993015429,1.26379965701257,1.63035300423675,NA,0.0401890730068013,0.0252219738271975,0.0313977335049749,NA,33.3218449174247,27.764744429882,20.4511613529983,NA,2.8070652173913,1.74623655913979,2.46692607003891,NA,1,1,1,NA,294.864457299302,284.280893091181,311.122162854367,NA,14.8392857142857,8.57997936016512,24.6045918367347,NA,1,1,1,NA,0.230499219393792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1665,0,NA,0.00709795875715795,0
1044001,"Rio Cancosa En El Tambo",-19.8586,-68.5858,1994-08-10,2019-11-21,8228,-19.85875,-68.5895833333333,3881,992.026305269384,4339.11615566781,4315,5982,3856,11.1680094885651,"Intermediate volcanic rocks",0.455,"Siliciclastic sedimentary rocks",0.304,0.216804823045536,0.00671278531605426,0.00589636548031793,1.23342894516743,43.0707727141605,0.288014775384761,0.0266697146340534,13.5027676632431,0.0000907133150818143,0,0,0.0126091507963722,"lc_shrub",43.0707727141605,41.6488415002531,2.34867173169062,2.32734399010863,0.578563641922657,0.620113829863389,0.74201916495551,0.772520969855832,0.263173990417522,0.269696281904089,NA,NA,4.0594872568999,3.75309157452809,3.16524402955474,3.01888665739465,8.92440673170052,8.62949972345667,NA,NA,1.43360924031587,1.31408085680215,1.59106914115877,NA,0.034473025192812,0.0215116960364728,0.0341522006725455,NA,33.8057052018016,27.5937792548212,21.612426035503,NA,3.00286532951289,1.58858267716535,2.35915492957746,NA,1,1,1,NA,296.896670493685,286.332475191912,311.928596661662,NA,16.8571428571429,8.05192307692308,22.4883720930233,NA,1,1,1,NA,0.461068401481632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0,NA,0.016013611219503,0
1050002,"Rio Piga En Collacagua",-20.0344,-68.8311,1959-11-15,2019-08-31,18208,-20.0378202928648,-68.8305678540016,3908,391.225696436714,4286.34824649527,4262,5163,3906,9.89320963725311,"Pyroclastics",0.484,"Intermediate volcanic rocks",0.287,0.366698106696726,0.00391083300743058,0.00414088200786768,0.416388690791138,75.1227311417332,0.381191193724263,0.000230049000437093,23.1178541029239,0,0,0,0.00805171501529826,"lc_shrub",75.1227311417332,0.586855000115023,2.17103107460643,2.15043115782037,0.552252269117161,0.589659099480961,0.801817385352498,0.82567112900206,0.240279123887748,0.244356884217963,NA,NA,3.93123070019627,3.64690574556257,2.70763781662329,2.61079167270893,9.03545443099202,8.80037067383052,NA,NA,1.46580765828506,1.28172544318855,1.63827963452908,NA,0.0353833982675814,0.0305506269459725,0.0330541593644476,NA,34.063764020136,28.0382887099794,20.193102534664,NA,2.96629213483146,1.54425612052731,2.25992779783394,NA,1,1,1,NA,305.702927669346,298.505195656244,314.960787777091,NA,19.2621951219512,9.26751592356688,23.9313725490196,NA,1,1,1,NA,0.529394566976995,0.0302376647480796,0.0308795983260521,0.0522299086220212,NA,0.126731802541062,NA,0.0546650318675925,NA,0.0363070251692977,NA,0.851761783092209,0.898755881869571,165.315789473684,0.0183300843101957,0.0472606993058058,0.0995322009265147,3,0.36495140339722,3.66666666666667,0,0,0.3,4.07386846101301,0.213342627663996,0
